# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 0 151 769 456 282
p 2 2 159 759 2090 328
p 2 2 174 744 1655 328
p 2 2 183 735 1980 350
p 2 0 167 753 481 292
p 2 2 156 762 3103 340
p 2 0 104 816 384 236
p 2 0 121 799 2107 282
p 2 2 102 816 2070 267
p 2 1 112 807 1750 273
p 2 0 100 820 398 232
p 2 0 120 800 2841 290
i 2 920 0 0 28689 3625
p 2 0 464 456 2325 613
p 2 0 492 428 3008 644
p 2 0 377 543 3028 523
p 2 0 399 521 3208 551
p 2 0 354 566 3125 511
p 2 0 343 577 3190 506
p 2 0 321 599 3217 487
p 2 0 321 599 3098 492
p 2 0 322 598 3351 491
p 2 0 324 596 3114 481
p 2 0 306 614 3210 472
p 2 0 329 591 3191 500
p 2 0 316 604 3123 485
p 2 0 339 581 3209 506
p 2 0 322 598 3223 488
p 2 0 320 600 3216 491
p 2 0 342 578 3034 497
p 2 0 317 603 3313 484
p 2 0 323 597 3114 493
p 2 0 330 590 3119 498
p 2 0 666 254 10076 981
p 2 0 485 435 3504 650
p 2 0 479 441 3460 637
p 2 0 635 285 9851 948
p 2 0 535 385 3650 693
p 2 0 412 508 3316 572
p 2 0 648 272 9705 972
p 2 0 526 394 3703 685
p 2 0 472 448 3470 628
p 2 0 642 278 10694 980
p 2 0 515 405 3768 692
p 2 0 426 494 3323 586
p 2 192 469 259 22969 1977
p 2 0 493 427 4712 708
p 2 0 441 479 5218 666
p 2 0 410 510 5221 637
p 2 0 386 534 5146 615
p 2 0 396 524 4955 619
p 2 0 398 522 5096 627
p 2 0 404 516 4897 631
p 2 0 416 504 4845 643
p 2 0 388 532 4974 620
p 2 0 427 493 4883 650
p 2 0 378 542 4912 615
p 2 0 380 540 5069 614
p 2 0 383 537 4942 604
p 2 0 388 532 4878 617
p 2 0 400 520 5034 625
p 2 0 402 518 4717 624
p 2 0 366 554 4539 596
p 2 0 394 526 4664 624
p 2 0 378 542 4478 604
p 2 0 380 540 4445 608
p 2 0 367 553 4566 602
p 2 0 406 514 4542 632
p 2 0 374 546 4565 601
p 2 0 383 537 4892 608
p 2 0 383 537 4572 605
p 2 0 380 540 4482 600
p 2 207 559 154 34809 2412
p 2 0 631 289 5805 813
p 2 0 503 417 7301 709
p 2 1 699 220 13691 1141
p 2 0 605 315 7142 815
p 2 0 504 416 7149 701
p 2 26 725 169 17936 1452
p 2 0 615 305 7402 827
p 2 11 751 158 18933 1483
p 2 0 645 275 7079 862
p 2 5 764 151 17460 1345
p 2 0 665 255 6971 891
p 2 17 756 147 20075 1475
p 2 0 695 225 7088 919
p 2 12 788 120 20833 1497
p 2 0 673 247 6861 899
p 2 19 764 137 21392 1534
p 2 0 675 245 7366 898
p 2 63 740 117 25749 1859
p 2 0 659 261 6697 926
p 2 21 778 121 23148 1611
p 2 0 675 245 6991 915
